feature_name,feature_importance,label
JAILNAME_EPMSCVILLAVICENCIO,89,2
JAILNAME_EPMSCIPIALES,89,2
JAILNAME_CPMSBUCARAMANGAERE,88,2
JAILNAME_EPMSCBARRANCABERMEJA,88,2
REGIONALNME_NORTE,88,2
JAILNAME_EPCCOMBITAMEDIANASEGURIDADBARNE,88,2
JAILNAME_EPAMSLADORADA,88,2
JAILNAME_EPCLAESPERANZADEGUADUAS,87,2
JAILNAME_EPMSCVELEZ,86,2
JAILNAME_EPMSCACACIAS,86,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEMEDELLINPEDREGALMUJERES,86,2
JAILNAME_EPMSCMANIZALES,86,2
JAILNAME_EPMSCBUGA,85,2
JAILNAME_EPMSCGARZON,84,2
JAILNAME_CAMISACACIAS,84,2
JAILNAME_EPMSCCARTAGO,83,2
JAILNAME_EPMSCCALIERE,83,2
JAILNAME_EPMSCSANTANDERDEQUILICHAO,82,2
JAILNAME_EPMSCLIBANO,82,2
JAILNAME_RMBOGOTA,81,2
JAILNAME_CPAMSPALMIRA,81,2
JAILNAME_CPAMSLAPAZ,81,2
JAILNAME_EPMSCAGUACHICA,80,2
JAILNAME_EPMSCMEDELLIN,79,2
JAILNAME_EPMSCFLORENCIA,78,2
JAILNAME_EPAMSCASCOMBITA,78,2
JAILNAME_EPMSCSANTAROSADEVITERBOJYPMUJERES,76,2
JAILNAME_EPMSCDUITAMA,75,2
JAILNAME_EPMSCBUENAVENTURA,74,2
JAILNAME_EPMSCRIOSUCIO,71,2
JAILNAME_CPMSESPINAL,70,2
JAILNAME_RMBUCARAMANGA,69,2
JAILNAME_EPMSCFRESNO,69,2
JAILNAME_ECARMEROGUAYABAL,63,2
JAILNAME_EPMSCAGUADAS,62,2
JAILNAME_EPMSRAMIRIQUI,60,2
JAILNAME_EPMSCCAQUEZA,57,2
JAILNAME_EPMSCCHAPARRAL,57,2
JAILNAME_EPMSCVILLETA,56,2
JAILNAME_EPMSCGRANADA,56,2
JAILNAME_EPMSCPENSILVANIA,54,2
JAILNAME_EPMSCCAICEDONIA,52,2
JAILNAME_CPMSMONIQUIRA,52,2
JAILNAME_CPMSGARAGOA,51,2
JAILNAME_RMDEJAMUNDI,51,2
JAILNAME_EPCGUAMO,50,2
JAILNAME_CPMSMELGAR,50,2
JAILNAME_CPMSCHOCONTA,49,2
JAILNAME_EPMSCTUMACO,49,2
JAILNAME_EPMSCTUQUERRES,49,2
JAILNAME_EPMSCIBAGUEERE,48,2
JAILNAME_EPMSCPACORA,45,2
JAILNAME_CPMSFUSAGASUGA,45,2
JAILNAME_EPMSCELBORDO,45,2
JAILNAME_EPMSCQUIBDO,45,2
SEVERITY,44,2
JAILNAME_EPMSCZIPAQUIRA,44,2
JAILNAME_EPMSCMONTERIA,43,2
JAILNAME_CPMSCHIQUINQUIRA,43,2
GENERO,42,2
JAILNAME_CPMSTUNJA,42,2
JAILNAME_EPCJAMUNDI,41,2
JAILNAME_EPMSCLAPLATA,41,2
JAILNAME_EPMSCFACATATIVA,41,2
ACTIVIDADES_TRABAJO,40,2
JAILNAME_EPMSCPUERTOTEJADA,40,2
JAILNAME_EPMSCBOLIVARCAUCA,40,2
REGIONALNME_ORIENTE,40,2
JAILNAME_EPMSCTIERRAALTA,38,2
JAILNAME_EPMSCMOCOA,37,2
JAILNAME_EPMSCSINCELEJO,37,2
JAILNAME_EPMSCISTMINA,36,2
JAILNAME_EPMSCSEVILLA,36,2
REGIONALNME_OCCIDENTE,35,2
REGIONALNME_CENTRAL,35,2
